true_class,predicted_class,predicted_value
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.45
Asleep-Trying to sleep,Nurse Visit,0.29
Asleep-Trying to sleep,Asleep-Trying to sleep,0.15
Asleep-Trying to sleep,Transfer To Bed,0.08
Asleep-Trying to sleep,Talking on the Phone,0.02
Asleep-Trying to sleep,Eating,0.01
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,1.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.88
Asleep-Trying to sleep,Transfer To Bed,0.09
Asleep-Trying to sleep,Asleep-Trying to sleep,0.03
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Therapy,0.89
Asleep-Trying to sleep,Asleep-Trying to sleep,0.11
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Transfer To Bed,0.5
Asleep-Trying to sleep,Therapy,0.35
Asleep-Trying to sleep,Asleep-Trying to sleep,0.15
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.46
Asleep-Trying to sleep,Nurse Visit,0.32
Asleep-Trying to sleep,Therapy,0.14
Asleep-Trying to sleep,Eating,0.07
Asleep-Trying to sleep,Talking on the Phone,0.01
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Asleep-Trying to sleep,0.57
Asleep-Trying to sleep,Therapy,0.37
Asleep-Trying to sleep,Nurse Visit,0.03
Asleep-Trying to sleep,Transfer To Bed,0.01
Asleep-Trying to sleep,Talking on the Phone,0.01
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Therapy,0.92
Asleep-Trying to sleep,Asleep-Trying to sleep,0.07
Asleep-Trying to sleep,Transfer To Bed,0.0
Asleep-Trying to sleep,Nurse Visit,0.0
Asleep-Trying to sleep,Talking on the Phone,0.0
Asleep-Trying to sleep,Eating,0.0
Asleep-Trying to sleep,Watching TV,0.0
Asleep-Trying to sleep,Lying In Bed,0.0
Asleep-Trying to sleep,Sitting In Wheelchair,0.0
Asleep-Trying to sleep,EVS Visit,0.0
Asleep-Trying to sleep,Family,0.0
Asleep-Trying to sleep,Doctor Visit,0.0
Therapy,Therapy,1.0
Therapy,Talking on the Phone,0.0
Therapy,Transfer To Bed,0.0
Therapy,Nurse Visit,0.0
Therapy,Eating,0.0
Therapy,Asleep-Trying to sleep,0.0
Therapy,Watching TV,0.0
Therapy,Lying In Bed,0.0
Therapy,Sitting In Wheelchair,0.0
Therapy,EVS Visit,0.0
Therapy,Doctor Visit,0.0
Therapy,Family,0.0
Therapy,Therapy,1.0
Therapy,Transfer To Bed,0.0
Therapy,Nurse Visit,0.0
Therapy,Eating,0.0
Therapy,Talking on the Phone,0.0
Therapy,Watching TV,0.0
Therapy,Asleep-Trying to sleep,0.0
Therapy,Lying In Bed,0.0
Therapy,Sitting In Wheelchair,0.0
Therapy,EVS Visit,0.0
Therapy,Doctor Visit,0.0
Therapy,Family,0.0
Therapy,Therapy,1.0
Therapy,Transfer To Bed,0.0
Therapy,Eating,0.0
Therapy,Nurse Visit,0.0
Therapy,Talking on the Phone,0.0
Therapy,Asleep-Trying to sleep,0.0
Therapy,Watching TV,0.0
Therapy,Sitting In Wheelchair,0.0
Therapy,Lying In Bed,0.0
Therapy,EVS Visit,0.0
Therapy,Family,0.0
Therapy,Doctor Visit,0.0
Lying In Bed,Therapy,0.86
Lying In Bed,Transfer To Bed,0.06
Lying In Bed,Lying In Bed,0.06
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.98
Lying In Bed,Therapy,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.98
Lying In Bed,Therapy,0.01
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.7
Lying In Bed,Therapy,0.2
Lying In Bed,Transfer To Bed,0.04
Lying In Bed,Talking on the Phone,0.03
Lying In Bed,Asleep-Trying to sleep,0.02
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.65
Lying In Bed,Therapy,0.22
Lying In Bed,Transfer To Bed,0.07
Lying In Bed,Nurse Visit,0.05
Lying In Bed,Eating,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.76
Lying In Bed,Therapy,0.12
Lying In Bed,Talking on the Phone,0.06
Lying In Bed,Asleep-Trying to sleep,0.03
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Watching TV,0.01
Lying In Bed,Transfer To Bed,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.58
Lying In Bed,Therapy,0.27
Lying In Bed,Talking on the Phone,0.1
Lying In Bed,Transfer To Bed,0.02
Lying In Bed,Asleep-Trying to sleep,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Eating,0.01
Lying In Bed,Watching TV,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Lying In Bed,0.84
Lying In Bed,Therapy,0.06
Lying In Bed,Transfer To Bed,0.04
Lying In Bed,Asleep-Trying to sleep,0.03
Lying In Bed,Nurse Visit,0.02
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Talking on the Phone,0.37
Lying In Bed,Transfer To Bed,0.31
Lying In Bed,Watching TV,0.16
Lying In Bed,Therapy,0.09
Lying In Bed,Lying In Bed,0.04
Lying In Bed,Eating,0.03
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Lying In Bed,0.78
Lying In Bed,Transfer To Bed,0.09
Lying In Bed,Therapy,0.06
Lying In Bed,Talking on the Phone,0.02
Lying In Bed,Eating,0.02
Lying In Bed,Asleep-Trying to sleep,0.01
Lying In Bed,Watching TV,0.01
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.99
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Therapy,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Therapy,0.43
Lying In Bed,Lying In Bed,0.37
Lying In Bed,Talking on the Phone,0.12
Lying In Bed,Transfer To Bed,0.04
Lying In Bed,Asleep-Trying to sleep,0.03
Lying In Bed,Eating,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.61
Lying In Bed,Transfer To Bed,0.13
Lying In Bed,Therapy,0.11
Lying In Bed,Talking on the Phone,0.11
Lying In Bed,Asleep-Trying to sleep,0.02
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Watching TV,0.0
Lying In Bed,Eating,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Therapy,0.36
Lying In Bed,Asleep-Trying to sleep,0.28
Lying In Bed,Lying In Bed,0.25
Lying In Bed,Family,0.08
Lying In Bed,Sitting In Wheelchair,0.02
Lying In Bed,Eating,0.0
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.77
Lying In Bed,Therapy,0.11
Lying In Bed,Transfer To Bed,0.07
Lying In Bed,Talking on the Phone,0.02
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Asleep-Trying to sleep,0.01
Lying In Bed,Watching TV,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.77
Lying In Bed,Nurse Visit,0.19
Lying In Bed,Therapy,0.02
Lying In Bed,Transfer To Bed,0.01
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.96
Lying In Bed,Therapy,0.03
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.87
Lying In Bed,Therapy,0.06
Lying In Bed,Transfer To Bed,0.03
Lying In Bed,Nurse Visit,0.02
Lying In Bed,Watching TV,0.01
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Asleep-Trying to sleep,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.92
Lying In Bed,Asleep-Trying to sleep,0.04
Lying In Bed,Nurse Visit,0.02
Lying In Bed,Transfer To Bed,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Therapy,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.72
Lying In Bed,Talking on the Phone,0.13
Lying In Bed,Therapy,0.06
Lying In Bed,Asleep-Trying to sleep,0.04
Lying In Bed,Transfer To Bed,0.02
Lying In Bed,Watching TV,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Eating,0.01
Lying In Bed,EVS Visit,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.88
Lying In Bed,Nurse Visit,0.08
Lying In Bed,Therapy,0.03
Lying In Bed,Transfer To Bed,0.01
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.87
Lying In Bed,Therapy,0.08
Lying In Bed,Transfer To Bed,0.03
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Eating,0.01
Lying In Bed,Watching TV,0.0
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.83
Lying In Bed,Asleep-Trying to sleep,0.06
Lying In Bed,Transfer To Bed,0.05
Lying In Bed,Nurse Visit,0.02
Lying In Bed,Eating,0.02
Lying In Bed,Therapy,0.01
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.9
Lying In Bed,Transfer To Bed,0.04
Lying In Bed,Therapy,0.03
Lying In Bed,Asleep-Trying to sleep,0.02
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Lying In Bed,0.54
Lying In Bed,Transfer To Bed,0.18
Lying In Bed,Therapy,0.07
Lying In Bed,Talking on the Phone,0.07
Lying In Bed,Nurse Visit,0.05
Lying In Bed,Eating,0.04
Lying In Bed,Asleep-Trying to sleep,0.02
Lying In Bed,Watching TV,0.02
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Lying In Bed,0.88
Lying In Bed,Therapy,0.06
Lying In Bed,Transfer To Bed,0.03
Lying In Bed,Talking on the Phone,0.02
Lying In Bed,Eating,0.0
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.99
Lying In Bed,Transfer To Bed,0.01
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Nurse Visit,0.0
Lying In Bed,Therapy,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.84
Lying In Bed,Therapy,0.09
Lying In Bed,Transfer To Bed,0.04
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Asleep-Trying to sleep,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.96
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Therapy,0.01
Lying In Bed,Transfer To Bed,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Lying In Bed,0.96
Lying In Bed,Watching TV,0.01
Lying In Bed,Therapy,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.98
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Therapy,0.01
Lying In Bed,Transfer To Bed,0.0
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Talking on the Phone,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Lying In Bed,0.84
Lying In Bed,Transfer To Bed,0.05
Lying In Bed,Watching TV,0.04
Lying In Bed,Talking on the Phone,0.04
Lying In Bed,Therapy,0.01
Lying In Bed,Eating,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Asleep-Trying to sleep,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Doctor Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Lying In Bed,0.88
Lying In Bed,Therapy,0.04
Lying In Bed,Transfer To Bed,0.04
Lying In Bed,Talking on the Phone,0.01
Lying In Bed,Nurse Visit,0.01
Lying In Bed,Asleep-Trying to sleep,0.01
Lying In Bed,Eating,0.0
Lying In Bed,Watching TV,0.0
Lying In Bed,Sitting In Wheelchair,0.0
Lying In Bed,EVS Visit,0.0
Lying In Bed,Family,0.0
Lying In Bed,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,0.99
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Therapy,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Therapy,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Watching TV,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,0.98
Eating,Transfer To Bed,0.02
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Watching TV,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,0.99
Eating,Watching TV,0.01
Eating,Nurse Visit,0.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Therapy,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Talking on the Phone,0.0
Eating,Lying In Bed,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Therapy,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Talking on the Phone,0.0
Eating,Transfer To Bed,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,0.99
Eating,Transfer To Bed,0.01
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,0.99
Eating,Transfer To Bed,0.01
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
